epoch,training,validation
101,0.3113444186747074,1.240346908569336
102,0.5067170113325119,2.1063146591186523
103,0.3116890549659729,8.900726318359375
104,0.2330450914800167,8.100098609924316
105,0.3719230890274048,11.23878002166748
106,0.3499425232410431,5.600465774536133
107,0.8102317094802857,7.777350902557373
108,0.4145698852837086,10.087526321411133
109,0.41576826982200144,9.769296646118164
110,0.16694873285014183,11.038501739501953
111,0.11275220215320587,10.620139122009277
112,0.29574804902076723,14.879441261291504
113,0.5829166054725647,11.6930570602417
114,0.4172784462571144,7.021937847137451
115,0.40359758138656615,2.876823902130127
116,0.34326632916927335,6.200362205505371
117,0.4883784294128418,2.869929313659668
118,0.5980530440807342,3.4580531120300293
119,0.2048136591911316,4.173462390899658
120,0.5074801683425904,4.798723220825195
121,0.2950657524168491,5.300718307495117
122,0.43213785290718076,10.355562210083008
123,1.0876790642738343,10.977070808410645
124,0.3641416639089584,8.62643051147461
125,0.3468473255634308,8.16666030883789
126,0.33968363851308825,5.230035781860352
127,0.30973807647824286,8.462602615356445
128,0.18435335606336595,1.506078839302063
129,0.14599551437422634,4.257230281829834
130,0.7860645651817322,1.1041903495788574
131,0.3132684171199799,0.9816060662269592
132,0.4043001472949982,2.513432025909424
133,0.30023897886276246,0.9461520314216614
134,0.13301615905947983,3.470486640930176
135,0.5777371220290661,4.996591567993164
136,0.34658209681510926,3.039595127105713
137,0.8984503746032715,5.119009017944336
138,0.38846230655908587,4.320721626281738
139,0.5249344050884247,1.411372423171997
140,0.42798436880111695,4.078787803649902
141,0.7510195970535278,0.3332796096801758
142,0.3663490414619446,1.9057044982910156
143,0.37096228897571565,0.7888438105583191
144,0.26509260535240176,0.8444318771362305
145,0.6479345679283142,0.5545758008956909
146,0.18518505170941352,1.7867629528045654
147,0.32390108406543733,0.9327762126922607
148,0.8717903852462768,0.2521064877510071
149,0.31453538239002227,0.32267922163009644
150,0.3851464679464698,0.018102437257766724
151,0.47275303304195404,0.3747047185897827
152,0.6791382849216461,1.0744389295578003
153,0.6661458402872086,0.17723825573921204
154,0.4304191291332245,1.0336713790893555
155,0.549527108669281,0.46992629766464233
156,0.11600547879934311,0.6678178310394287
157,0.45541456937789915,0.331493079662323
158,0.29655819684267043,0.5366081595420837
159,0.1509070038795471,0.5856480598449707
160,0.38481088876724245,0.291187047958374
161,0.3368999421596527,0.6192202568054199
162,0.3087437152862549,0.7138275504112244
163,0.2414714813232422,0.5653990507125854
164,0.288742595911026,0.015073418617248535
165,0.3529505908489227,0.5106962323188782
166,0.4569208547472954,0.028611063957214355
167,0.28486606776714324,0.22277677059173584
168,0.06238321512937546,0.05767238140106201
169,0.37266914546489716,0.22012558579444885
170,0.25414915680885314,0.11373230814933777
171,0.26277691721916197,0.17049890756607056
172,0.24496588706970215,0.08036288619041443
173,0.4765608489513397,0.14469873905181885
174,0.28551962971687317,0.09599265456199646
175,0.20648670494556426,0.06286007165908813
176,0.20356388688087462,0.15967410802841187
177,0.19259242415428163,0.06369215250015259
178,0.19470965322107076,0.0880746841430664
179,0.3458910286426544,0.00556790828704834
180,0.18211118653416633,0.007206082344055176
181,0.1013405978679657,0.05089622735977173
182,0.8494573891162872,0.0023928284645080566
183,0.48265085816383363,0.13812601566314697
184,0.23135416507720946,0.6456583738327026
185,0.6690238893032074,0.13687032461166382
186,0.25670418739318845,0.003533661365509033
187,0.3987779915332794,0.006967604160308838
188,0.9218230221187695,0.6340077519416809
189,0.3646130621433258,0.7179787158966064
190,0.22488447688519955,0.4853466749191284
191,0.45766720438259656,0.18361735343933105
192,0.11225444650626741,0.0006201863288879395
193,0.4651287436485291,0.5729394555091858
194,0.24461926519870758,1.1063416004180908
195,0.21364369094371796,0.6380502581596375
196,0.25877182483673095,0.8096656799316406
197,0.11689143851399422,0.3285757005214691
198,0.33731315433979037,0.41723567247390747
199,0.8453880786895752,0.03746652603149414
200,0.26839896440505984,0.0727074146270752
201,0.13563429261557758,0.06580004096031189
202,0.19821276590228082,0.1126115620136261
203,0.1318308651447296,0.06240034103393555
204,0.14072488192468882,0.020537078380584717
205,0.17300731763243676,0.01069021224975586
206,0.7914564907550812,0.03337979316711426
207,0.1758735716342926,0.18332189321517944
208,0.2440317153930664,0.08557534217834473
209,0.4373319258913398,0.01702052354812622
210,0.23195927143096923,0.04425811767578125
211,0.18374134302139283,0.014497756958007812
212,0.3128858236595988,0.058124840259552
213,0.5961000656709075,1.0314489603042603
214,0.4853153169155121,0.5619469881057739
215,0.20830934047698973,1.6823337078094482
216,0.23014769256114959,0.016679883003234863
217,0.18849068284034728,1.1556910276412964
218,0.2842895478010178,2.431579113006592
219,0.26622229218482973,5.3178935050964355
